sample_id,path,label,is_ood,source_id,license_id,group_id,split,split_hint,sha256,dhash,duplicate_of,width,height,mime,status
42d412cde20743fe669c56ef,__ood__/43587.jpg,__ood__,true,food101_official,food101_official,43587,test,,2b30fd46606decf22ef68b7a9d2671ca4984dc0df32d1beef1285f38e6039c0f,637978761b1f070e,,512,384,image/jpeg,ok
f430dbbcd48fafedc062cd9b,__ood__/1011780.jpg,__ood__,true,food101_official,food101_official,1011780,test,,90e1a6d13eea93fdc9ce6a6d207ab80a0da56ae815ce08fb492008c68f70b8c0,c6665f1f1767c70d,,512,512,image/jpeg,ok
fa04d50db7aa22cc655991b1,__ood__/1420783.jpg,__ood__,true,food101_official,food101_official,1420783,validation,,ccfeac847857674a2d2203fb458c7f1992dfd3823ff441a2cc84624391d4afea,ac060f23b89b9634,,512,512,image/jpeg,ok
e3c9073fbc50103a69e4da16,__ood__/3256090.jpg,__ood__,true,food101_official,food101_official,3256090,test,,0be8fbfcd7254ecdad22c723ca5abece8daef13d26a2931b603a16ca7524e92d,a8b8389c8e1f0b8b,,512,512,image/jpeg,ok
0c1a82add18ead4db2b7276a,__ood__/2820737.jpg,__ood__,true,food101_official,food101_official,2820737,test,,b52c8ee5208b5a9767560dd1becf93608726328452456d3ce4778032b8fbcbf1,631d593623074d0e,,512,512,image/jpeg,ok
7d96bf711a9352e431b5d97a,__ood__/1757926.jpg,__ood__,true,food101_official,food101_official,1757926,validation,,8aa8713d6abd0a028580c8573649bcc518cd727d39860af242269c6479993644,3bddce66210f87c2,,512,384,image/jpeg,ok
d06bc47fce4e33c9714150f1,__ood__/1996069.jpg,__ood__,true,food101_official,food101_official,1996069,test,,0024d04db2c7857b0106ce6fc767fec1f99788be7e61f1fe1332877e9ac8c9ac,47e7250787c66264,,512,289,image/jpeg,ok
ce4f4ac1c1ec3bdcb82c664c,__ood__/1619538.jpg,__ood__,true,food101_official,food101_official,1619538,test,,ac39c6eef3aad5db214d3dd10b2aaa30ae5258d476cc88fefbe281638bbedf37,c0e06161e0b8acec,,512,512,image/jpeg,ok
55b47018e3c640f7a89aad6f,__ood__/384871.jpg,__ood__,true,food101_official,food101_official,384871,test,,57a72a45a29357741f3ed7d814a43738f41a7761f06741685d6c337c09ff8b86,eece9f956c2c39fa,,512,382,image/jpeg,ok
89135ee03228d39a03d0e54e,__ood__/1676567.jpg,__ood__,true,food101_official,food101_official,1676567,test,,ea3dfc33f8c50b13537b2fe2cbdcb988ea7f08312c41e83c29a92d1bd65119b4,464b07070743791b,,512,384,image/jpeg,ok
807efa52ff6c3fa5a69e8a35,__ood__/777681.jpg,__ood__,true,food101_official,food101_official,777681,test,,33b6ee0e44db57bd535261ac5ff6f3c9b64bf32ece0902b909a00eeabff13fd2,091d98cce0f013c8,,512,385,image/jpeg,ok
282189ca15f5f83802948632,__ood__/3749110.jpg,__ood__,true,food101_official,food101_official,3749110,validation,,9fb78078b762e4dac59eb4a4faff1f6a6a4a8dc12ddf37ee860d29aa805511cc,924041406258c0c1,,512,512,image/jpeg,ok
cfd6edf4c46e2585cc45a17f,__ood__/2641729.jpg,__ood__,true,food101_official,food101_official,2641729,test,,e83d16f0442018f63ddb416d8c0547a38527861a0ee50116cb2c66fa0dd8ef76,39fc687f613498e0,,512,512,image/jpeg,ok
99e287835974d7873a516f8f,__ood__/573420.jpg,__ood__,true,food101_official,food101_official,573420,validation,,172803fd5ff97f0366962ea57c2ccfa5172faa3cf09527504299b3540ffc0df2,19cddcb32e1e80a7,,512,512,image/jpeg,ok
028bdb822eba0ffb42ba209a,__ood__/2853100.jpg,__ood__,true,food101_official,food101_official,2853100,test,,91d7c6a80bfe8dff783379bf8883c7d4771e2c89f566af98920635d5daf3c9b8,8120b07133bf476b,,512,512,image/jpeg,ok
73006bf3a78bbc49c57c90a9,__ood__/222072.jpg,__ood__,true,food101_official,food101_official,222072,validation,,d8c55cfc64a03bb8ee2a6d18962470aeff2671923f109d9ffa951d0439e75eb3,6643c08a84d02204,,512,384,image/jpeg,ok
76b58b412f1908b9cdd6b770,__ood__/81543.jpg,__ood__,true,food101_official,food101_official,81543,test,,2127539090c1a8f357187db2d64f1bf6591190c972f531334236f2705595e6f2,33939383431090d0,,512,384,image/jpeg,ok
3a39edf06c896d74c87b1d96,__ood__/412058.jpg,__ood__,true,food101_official,food101_official,412058,validation,,a884a5aa20b13408dacacae79ffd5251d5ae1c99427a13d210fdbd5e342e04ed,199283e5456079db,,512,382,image/jpeg,ok
2c2d10f7d60543bdd30889c3,__ood__/754707.jpg,__ood__,true,food101_official,food101_official,754707,test,,676737d650c271d92467c14282b781e862db4a35257fe5a777f49bb07892697b,471765eab2323a0b,,512,512,image/jpeg,ok
c438c36383ca8cb87790dd71,__ood__/1915434.jpg,__ood__,true,food101_official,food101_official,1915434,test,,b63b00e24e49bab265303104ee849767acbbd49294965a834d733ff011d7b563,8f19d86f67161e1d,,512,512,image/jpeg,ok
2574456472eeae5be2b17f38,__ood__/3152053.jpg,__ood__,true,food101_official,food101_official,3152053,validation,,641f580291c07016d2c98325d63b81cbdea87e63260bd7c425762730b67de2d9,f0e4e472621e0c31,,512,512,image/jpeg,ok
ed0244640bece270886adbf2,__ood__/755225.jpg,__ood__,true,food101_official,food101_official,755225,test,,a317cd127d8bcfe39ef5cc5dfda4392be0f8c4134ad6f4df996e74d3a6776a1a,cf6e767ccfef190f,,512,512,image/jpeg,ok
17a789cf29650d83c0e4ad24,__ood__/3065857.jpg,__ood__,true,food101_official,food101_official,3065857,validation,,f568288017bbb53eeed32ed147398d455025be3fd72351287678c02de4603e06,868d367af2f4d1ec,,512,384,image/jpeg,ok
1719122eb757e6570a253935,__ood__/569796.jpg,__ood__,true,food101_official,food101_official,569796,test,,628447e95b9d97499ecf9c975e51ff7925dbbb95d9c49d8a460e7992ada7803e,6e872771671f0c40,,512,512,image/jpeg,ok
c41ec7dae4dd528d35e46499,__ood__/69211.jpg,__ood__,true,food101_official,food101_official,69211,validation,,b689b183ede57c41d72e665fed0c7ad4ae94ea9bc48d30152844df8de24cf3b4,8e13725a71792f3e,,384,512,image/jpeg,ok
9325f161663fa4b216b4c5a3,__ood__/905253.jpg,__ood__,true,food101_official,food101_official,905253,validation,,04a13fbe75f6018880c043bbbc60083ac4ff14e2863b4a450f75a370dc586aef,0c09cac68282c1c3,,512,512,image/jpeg,ok
268000aae681cad663bbe019,__ood__/1284182.jpg,__ood__,true,food101_official,food101_official,1284182,test,,f9db8063f1bb4d45148c00afe80b21f3b2b0d3fc8c9738aae52f7be45313ea88,6ccb1a5c9d8f0707,,512,512,image/jpeg,ok
3e0fc47355d5c35f7bb3ff90,__ood__/2874742.jpg,__ood__,true,food101_official,food101_official,2874742,test,,f8b0002d188db9594a46acd6ce6e287aa8e9c704dfe69899ba78d131683115f0,bc8e1b3939170f0c,,512,512,image/jpeg,ok
bedfd8721057e45bd10943f5,__ood__/1965146.jpg,__ood__,true,food101_official,food101_official,1965146,test,,249f212c8db34377743f443ec41e157d886d98a859a4adcdd8bbbd48ef4f36ba,f6527a72f4f9b0a0,,512,512,image/jpeg,ok
a61bec98dfd6303d47ebacae,__ood__/224074.jpg,__ood__,true,food101_official,food101_official,224074,validation,,9cfd97e22d146a0cb88050705daad55b2154413746e226a040a62a405c9d5c16,0f0f271f1f070f09,,382,512,image/jpeg,ok
ddfc41aa0e1773d8c5459294,__ood__/2477971.jpg,__ood__,true,food101_official,food101_official,2477971,validation,,1c3904e129aa1247fc4a03d66b585b7193042720e9e2fbd41fda47061c6d3a44,f3c71f9785c3e3f8,,512,512,image/jpeg,ok
c9ee9670839f25cd7f4a6368,__ood__/352944.jpg,__ood__,true,food101_official,food101_official,352944,validation,,20a271e00603e0f63fb1bf31dc0ff1e7fbae4a645fded662570900a844c2875b,63477dd9c871e1f1,,384,512,image/jpeg,ok
41e5c1a2ca0f0f8c5e7c588b,__ood__/773955.jpg,__ood__,true,food101_official,food101_official,773955,test,,b389b51621a247b35c6184be5559f5950246e8ab6ffd53b745e5d6f70df4d761,27073333071787ce,,512,342,image/jpeg,ok
e5ebe87881aa639953fa46ba,__ood__/802387.jpg,__ood__,true,food101_official,food101_official,802387,validation,,f4f33a8a180473de54d7ec2bd4c548f7208ebf8cc223d7e5b5c0291845986b5a,9f7d76707019f4f0,,384,512,image/jpeg,ok
65f3fef409c2e911cdb33544,__ood__/352905.jpg,__ood__,true,food101_official,food101_official,352905,test,,c574974eda70edff3fd929f4e86b74d99a63b89e4756e58a965240499f63fd83,090e0a0b07171f0c,,512,384,image/jpeg,ok
a9e05ee4511fb4717c403359,__ood__/3862351.jpg,__ood__,true,food101_official,food101_official,3862351,test,,1bc658ad150318a2c8fcbc1f1cd19d436d561dc0b78f6f91bad30bdc4ef7dd6b,1c3a6b4353733316,,512,288,image/jpeg,ok
dbc4280e7e11035b8ff93960,hamburger/1061270.jpg,hamburger,false,food101_official,food101_official,1061270,train,,9977401ea5998590b957162672ac5e76f9eacb5e9ee40477ad804abf38f91c01,8e8d0d501818183b,,512,384,image/jpeg,ok
4953989330738d6a710e6852,hamburger/1992893.jpg,hamburger,false,food101_official,food101_official,1992893,train,,0c3b2596d2cad29aa2da3758a037c68d256daea57924264c4f33fbb4e9e9e7e9,6c3c19583cbe278e,,512,384,image/jpeg,ok
25559559ca6e6cf4aea390fb,hamburger/3385808.jpg,hamburger,false,food101_official,food101_official,3385808,train,,b323c8e012a879744c4f854673c4e68f012d8f56da52dcef2c2e846cf11223b0,4f1b3052724e2c9b,,512,384,image/jpeg,ok
016508481e5bc78a3e699c23,hamburger/2177068.jpg,hamburger,false,food101_official,food101_official,2177068,train,,8b782f1e730a8c0a26a41a92c9f41d905516e0608da0e8dddd861ed038f0c254,f1f2a1c1a5c9ddd8,,512,512,image/jpeg,ok
53b4fca8705dfeb39d920b46,hamburger/699176.jpg,hamburger,false,food101_official,food101_official,699176,train,,1a5ab2664811cd416e4497273a34a77c85dbc9bbce2d134b959489787b25cda8,53796878cee6f6f6,,512,341,image/jpeg,ok
f24e499b55a5df4b2326e4c8,hamburger/861844.jpg,hamburger,false,food101_official,food101_official,861844,test,,61c0f06ef17427148558fe7017f8b090d7d762604482c0be0d378ff7be0a1630,f1f0e4e23c9cf8e0,,512,512,image/jpeg,ok
e69b1f445ae3d816e4ae587c,hamburger/3502852.jpg,hamburger,false,food101_official,food101_official,3502852,train,,edde60e715fdb2c1d4de1810f2bd70a1b8b9524de737c57fe75e2cfa93eb30e6,2e2f9ab0e070703d,,512,512,image/jpeg,ok
bccf705ce78bc39b5f1a5c2d,hamburger/2222741.jpg,hamburger,false,food101_official,food101_official,2222741,train,,e827a9d8d3e0b8e75437d42467bb670ab76e4d560346a8c28c9b6f19cf55a329,363e0e1c7c41191a,,512,512,image/jpeg,ok
76a3bfc05a8c60b9db68763a,hamburger/2028843.jpg,hamburger,false,food101_official,food101_official,2028843,train,,db8965141f3cba55fb4087f0ea4b9e4129324b58a0b99e7537f428296846e649,782fc53c2898d079,,512,512,image/jpeg,ok
d6c6757baaef1d7a1d297614,hamburger/1029228.jpg,hamburger,false,food101_official,food101_official,1029228,validation,,d484270a63674e197ff074643bba7b0b8bb26362faace542b55c441499cf19f3,13c86272e9bcbedc,,511,512,image/jpeg,ok
569924bd51120655de9ff21c,hamburger/1770793.jpg,hamburger,false,food101_official,food101_official,1770793,validation,,3442238491cb231f00ce08b98deff9dac63a3a9d10d7a97047ed7c8211a70a31,0d8f366653d3c74d,,512,384,image/jpeg,ok
2b7ccb4547d8f2392846ced5,hamburger/489986.jpg,hamburger,false,food101_official,food101_official,489986,train,,9f50c586369077d9890dbe807ba4d3dddd9bff171b38a190ffb646bb80c52d3a,5e65a20b0b049158,,512,512,image/jpeg,ok
0af77626d085a5168b919d26,hamburger/60794.jpg,hamburger,false,food101_official,food101_official,60794,train,,628579d937ec8178aaeb998dad6f9e8cc57678fad2d673c3649bcf77cebe35ac,ccc8c480e0ec78f8,,512,384,image/jpeg,ok
14d006012601d89720111fe9,hamburger/1818719.jpg,hamburger,false,food101_official,food101_official,1818719,validation,,23009b509a02647bd053d0efb870b5bd2664455446df165a0af85407bdf7991a,c8f036d779beb8f4,,512,512,image/jpeg,ok
ef8b9e50c7ef52420e8b8386,hamburger/292737.jpg,hamburger,false,food101_official,food101_official,292737,train,,bf91b34f4c1629960d3639bc7e554d5dfd986f0154c76019813427e69e2177b5,d978eccde96de4db,,384,512,image/jpeg,ok
664b41048071723bb006e66c,hamburger/842229.jpg,hamburger,false,food101_official,food101_official,842229,train,,fb37f2837a30ebe1b3cc2864e13ebdfcdddb4dae0e98f2dbb6315380ef7c8550,4313f33f3a246160,,512,512,image/jpeg,ok
084dcbc4be2536407608af08,hamburger/583603.jpg,hamburger,false,food101_official,food101_official,583603,train,,a80db571349439abc7136117b8421ada7f7f5982c5b398199c799e85fe32a8c7,8038101818387ffb,,512,512,image/jpeg,ok
5ec6330b28bd2e5c50a80fec,hamburger/3309917.jpg,hamburger,false,food101_official,food101_official,3309917,validation,,b8c3b70b517a1586a4a74df2dec30579e1caccfcbf949ba029f599a0c2d626dd,999d373379713163,,512,288,image/jpeg,ok
a2150ab01ab656137dc656b3,hamburger/1175157.jpg,hamburger,false,food101_official,food101_official,1175157,train,,208444c1a86de7afd7f70861b6fff741f0f9949c61b85852f6c03b990c7720a6,58f0e1e4e4a4cd9c,,512,512,image/jpeg,ok
3a5378138efad2da14f25d02,hamburger/1643371.jpg,hamburger,false,food101_official,food101_official,1643371,train,,b5889d96aea33695675217ecb914b0194da7e4cd118bfdc183fe9ae3c6e870b9,c7f6f47834e8f232,,512,512,image/jpeg,ok
009bde80d70f1b9b54d63c9c,hamburger/1038553.jpg,hamburger,false,food101_official,food101_official,1038553,train,,d876d88484f925909fc4ac69ed17461cf9d7e1c2efe8fdc97e66efe92a6abdd2,4381191c580d0800,,512,512,image/jpeg,ok
3c555d6db979e58a49a46421,hamburger/2240462.jpg,hamburger,false,food101_official,food101_official,2240462,test,,c4a08690ce600ef0696ea948088e333c5f3d1a40d5c0567aa0041a17125d0a93,0f9ee7e6eefe4d27,,384,512,image/jpeg,ok
358e338dc72fd5d183c591ac,hamburger/2498283.jpg,hamburger,false,food101_official,food101_official,2498283,validation,,06303b9dcb23230d5fa958898073042094014e1c744471b4552a56eebb852a63,0307932667633387,,512,511,image/jpeg,ok
634c161153e914c0033f31da,hamburger/1202261.jpg,hamburger,false,food101_official,food101_official,1202261,train,,cf81d6751f726890ccd9a0ce254d85d7fa92719f80529be4ca095eba152a0d7f,2cea181a18616039,,512,512,image/jpeg,ok
b7097216c3fb6f86095c11cd,hamburger/2797268.jpg,hamburger,false,food101_official,food101_official,2797268,train,,7036d477466f88e405418e95e2ed41133c15a8b6ea7fcf1fbc2ca44b31352e2d,b07970f8fc3c36b2,,512,289,image/jpeg,ok
1856d9a46273054a28f2ff6c,hamburger/1897946.jpg,hamburger,false,food101_official,food101_official,1897946,train,,415644f5b44757a513ac9a04a4922f48b9dc1a5f46e09a1832e168d15afaeb7f,eebb69e1e0e0f007,,512,512,image/jpeg,ok
3b4398a015b3241d17d5a1b6,hamburger/604162.jpg,hamburger,false,food101_official,food101_official,604162,train,,d44cbaf6177e41e6e813277150633e04a6e563d51dbe81bd2836a82a0f2b15ed,6d6c6cececcccecf,,512,384,image/jpeg,ok
82d485e49bae860cf80674c7,hamburger/2142633.jpg,hamburger,false,food101_official,food101_official,2142633,validation,,e36c52c38afafaeb0c5b939a1527f4d46ec2d24b9559a0d92f3e1c99af8deca1,12c3cf9d3c3c7030,,512,512,image/jpeg,ok
96975d0342e373bac7ab4d33,hamburger/939444.jpg,hamburger,false,food101_official,food101_official,939444,train,,03892df71075b31e459c12185abf00fbbb492e0f78687cc7b1138ba00e8010f1,3b7b5bf9e052b693,,512,512,image/jpeg,ok
64fbb61009d44551bdaa6e7e,hamburger/825337.jpg,hamburger,false,food101_official,food101_official,825337,train,,d27dfb0c19eaf836bb26a3742d3d26a88c291932bd54cfb7303d4e1c6433b6f1,59e5ccf8dcfcf8b8,,512,383,image/jpeg,ok
19983027e3c130c8712c35af,hamburger/2771605.jpg,hamburger,false,food101_official,food101_official,2771605,train,,2d183043e7c27ba15eecbb125e94f3a84a9c0c02fa5ed7976a4c91f6320cef9b,63840c38298f26e6,,512,512,image/jpeg,ok
100c1554cddc4e680c4f42db,hamburger/2909638.jpg,hamburger,false,food101_official,food101_official,2909638,train,,b128814d7bf4c7752629f1f83d7352bc4284541264adc98358c87473779396c7,3ebc39746c4d0f0f,,512,512,image/jpeg,ok
f26f60576ef14eab126e6451,hamburger/564651.jpg,hamburger,false,food101_official,food101_official,564651,train,,8c99ef61e54910fdfe410a60c926fdb9de6676fcb791fb701eee0a5c2e8755a6,cc4c1b3b33b8101c,,382,512,image/jpeg,ok
65892b8b66e29f456a781191,hamburger/3765761.jpg,hamburger,false,food101_official,food101_official,3765761,train,,3600ff729395e56166b49b2ba4834b5afa18bbb54ecb582e84efa7258cafd34d,4637d3d1013e36fe,,512,512,image/jpeg,ok
d9cf7153a9074bb87069d44d,hamburger/3581748.jpg,hamburger,false,food101_official,food101_official,3581748,test,,673d21856d19aeefc89834fde751028a685807459fbe64f32f132bf5223283e5,0611131123341c09,,512,512,image/jpeg,ok
34ad797eb6e22e1ee0dde7ea,hamburger/68979.jpg,hamburger,false,food101_official,food101_official,68979,test,,fdb1fc717dc9ca03be904a7e8d5e50f3368798b88f030510db88c8869d3fca78,7c595a3c3c94d041,,384,512,image/jpeg,ok
663051a4ffc82b46f577f3ae,hamburger/215037.jpg,hamburger,false,food101_official,food101_official,215037,train,,85c6cbcea35bf37bb8497f371d504cfc955e615461232772ed5112d0f4283a7d,76f6f8c0ccc9f1e3,,512,333,image/jpeg,ok
1cdc412625d7f9358de64b68,hamburger/1289156.jpg,hamburger,false,food101_official,food101_official,1289156,train,,7442de6bbe35c9148038b8f845b61f21fa5c2553e75840c4348097a070c4aaa0,4e1b1d7d6d5c7173,,512,512,image/jpeg,ok
101c47b0ae354848206764f1,hamburger/248136.jpg,hamburger,false,food101_official,food101_official,248136,train,,e3cef2a99985b0784ff4d75f7cfc950013779b36897cad0f3d651ac84f024863,0f0bc7cc57536107,,382,512,image/jpeg,ok
30c2abe1611a1441f0fe378e,hamburger/520715.jpg,hamburger,false,food101_official,food101_official,520715,train,,5ac602128b37922c7937129d3074303a59c45ae90fc0cb568f22ce8b31eb3b36,6e1f1f1e6cd8f8fc,,384,512,image/jpeg,ok
35e3dbab6606edcf34d1be19,hamburger/2410431.jpg,hamburger,false,food101_official,food101_official,2410431,train,,f7cbf3b47333310b71b7e688f2d2fdb12a9b4dd3044ba63f6f646a6365ab4df1,536bcbfb72f8f064,,512,512,image/jpeg,ok
82ede15f171c5452e9f2aca9,hamburger/3866252.jpg,hamburger,false,food101_official,food101_official,3866252,train,,f72b7b062679ffe77223af6ca3fdd8d74c3b947a50762bf35ccd5a155cbd0c49,1e1a1cfcf0c4c51f,,512,512,image/jpeg,ok
040538847e4d2fbe5c4f7a53,hamburger/1381751.jpg,hamburger,false,food101_official,food101_official,1381751,train,,c45ec000085a1226fcb5cbd922d11e528382de7d9a771518550d75b77b6f21b4,191b0f0d994b070f,,512,512,image/jpeg,ok
5b5e8b8b586b7d60835a9450,hamburger/76817.jpg,hamburger,false,food101_official,food101_official,76817,train,,5bfcbe03ffc46268ecefc652b15632be384b24466533574de40614a1775687e3,078999c1c3260601,,512,384,image/jpeg,ok
d9238a79e6774ed9a7d79087,hamburger/1923024.jpg,hamburger,false,food101_official,food101_official,1923024,train,,b05f6d24d21795ab87121c6a44a441fb1347314f1b29a98ba6cddcc76a35732d,26e58c8783b0e0e0,,512,512,image/jpeg,ok
aebd62652b190aa833090778,hamburger/139558.jpg,hamburger,false,food101_official,food101_official,139558,train,,030e7d6f63afe023726b753e1cdfd9d7c6d2b3950006e81f9e74e56a36038b19,1d2553c8cc98190e,,512,382,image/jpeg,ok
78f4f6e629629f86b0350996,hamburger/585443.jpg,hamburger,false,food101_official,food101_official,585443,train,,ad2f290034b43588f306021c81cf337c29f825dbaf7887c1ee09b69b7539440c,1d9d7d534e7651d4,,512,306,image/jpeg,ok
bfa3f66b7d30d91b81be607f,hamburger/3568995.jpg,hamburger,false,food101_official,food101_official,3568995,validation,,2984d9c7edc7ac9f25898654044a482d3c9e70f5415ea78c9cc844684e2dbb60,2e2a8a296b67078e,,512,382,image/jpeg,ok
1fa6b770cd20c4825bda9b94,hamburger/3213507.jpg,hamburger,false,food101_official,food101_official,3213507,train,,3411ad2867f7751aef8bce73feb949836f7a8a0537ee347979202d3c5ebb5ef6,c79b4b66e3e15139,,512,512,image/jpeg,ok
508e2b1a95e70b88f58b4ce1,hamburger/350854.jpg,hamburger,false,food101_official,food101_official,350854,train,,45d5e85a6fda65c7386264ef9465ce80b33809bb5acfe0afd5e990f18deadc21,8d9b53e5c1d1c3e1,,512,384,image/jpeg,ok
ee918cb9e7a2b0b91b82d62f,hamburger/225371.jpg,hamburger,false,food101_official,food101_official,225371,test,,14c679208571fa55bfe2fd1000f99ea35089132e8b224d8b2c19d812f2c4c1b4,e0f858fafcb4218f,,384,512,image/jpeg,ok
00f87b78940fab11cff01721,hamburger/159304.jpg,hamburger,false,food101_official,food101_official,159304,train,,727babaddeec653cb3b046b55b3c60bb431d97c7079eb63e0a5bf3010366b31b,a6270bc7e4018e9d,,382,512,image/jpeg,ok
681c5ea29514b5ac335d26d1,hamburger/2560683.jpg,hamburger,false,food101_official,food101_official,2560683,train,,95e048b2692a3f7575ae55a051e7a5adaa179d847002eed6d6d7c2e07db345df,f873ccc6e0e2d060,,384,512,image/jpeg,ok
e9debba67676444b4f5fe0e5,hamburger/236924.jpg,hamburger,false,food101_official,food101_official,236924,train,,4562f76771c904dc72bedf6c7b39dd2d62db301ecda6a0a163b881c8241c9ed0,0b222261435384cc,,512,342,image/jpeg,ok
c7dbc122f862b01e0a927ff1,hamburger/239309.jpg,hamburger,false,food101_official,food101_official,239309,test,,127ec1216b0fe1410f080786453c0199df1516cb42d3f2da10fa557ed8c15384,173333370f2b3717,,512,382,image/jpeg,ok
61627ad5a351b51ef346f797,hamburger/2189229.jpg,hamburger,false,food101_official,food101_official,2189229,train,,d2243a96ee9127efdc05a27f78890ddb92465a2551cb4b27e6adb4596210f92e,3fcae0e1f393f9fe,,512,495,image/jpeg,ok
aa1cbf5615bbf568e514f9b4,hamburger/1334884.jpg,hamburger,false,food101_official,food101_official,1334884,train,,08a85f94ab3f5304be0d8af691149b8e8795bd0ce090ffda86d3b0a31e65468f,617178f8f869338f,,512,384,image/jpeg,ok
5de6f0ac875b3575a89207b8,hamburger/2363407.jpg,hamburger,false,food101_official,food101_official,2363407,train,,162ffb7ef04eca25be33c78841adff8e52e0fa5ed1bd4350bf1480441a28840b,b1e6131066e2c14e,,512,481,image/jpeg,ok
58930691532085b57435f8fe,hamburger/909950.jpg,hamburger,false,food101_official,food101_official,909950,test,,73179e9038b11facebd203de8b1ee8c4b1e52c4ec1f5ae9759357023de458b1f,1313d66cee1c0f87,,512,341,image/jpeg,ok
356fb7fda8f1da3ebe287356,hamburger/2460012.jpg,hamburger,false,food101_official,food101_official,2460012,test,,c4eb280fb5e133a73e9a50bf48448a1620c9568820e331488d430ffbed651752,c505352363c7cd19,,512,384,image/jpeg,ok
48382db8b8da0576acacb7e5,hamburger/382691.jpg,hamburger,false,food101_official,food101_official,382691,train,,152ef15e4629e3f02ac02bbe44496ef18eacb0a66d1dfe798afd89ea72365322,f1745e6be84cf867,,384,512,image/jpeg,ok
3c9a4039acf500a916dee05d,hamburger/799334.jpg,hamburger,false,food101_official,food101_official,799334,train,,78c61f37c69064b7f0c530bc55ebffec8e03ed33a5be7fdc0e66ed8727f364d4,ffc98b9d81c381c5,,512,384,image/jpeg,ok
d2ea56337c46b0d31fbbeff6,hamburger/806915.jpg,hamburger,false,food101_official,food101_official,806915,train,,2bf6d74e34997a3b5c36e51d7470d07e938dd6f1f1bbf26af2ef75cb7eaa5220,491ccccf96c4cdfc,,512,384,image/jpeg,ok
8162a5374535fed4a2bd3bd1,hamburger/70019.jpg,hamburger,false,food101_official,food101_official,70019,train,,b8ba2cd9687668545e240cb2b4d3eff79e68e05c915a3c39e88cb9ba4c13975c,6637236b71613113,,512,384,image/jpeg,ok
d73d8bccbb77f22b35d72de4,hamburger/1286359.jpg,hamburger,false,food101_official,food101_official,1286359,validation,,8c6a3659f6cea3f93f1f929fa3b4d3a3d6bf8b329760feff0699f06c57b31a76,79b939277d5bd8ec,,512,512,image/jpeg,ok
1852ca3fd777de3aff36e80d,hamburger/130598.jpg,hamburger,false,food101_official,food101_official,130598,test,,e2e7e4f3b42a3c62cb68040df43914bd3ed6c0e4b3501b2acba6cc42e80eab63,c886c2d1fabc2424,,382,512,image/jpeg,ok
